"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Age in Years","Year","Deaths","Population","Crude Rate"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","73","","750","1422649","52.72"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","73","2020","62","160494","38.63"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","73","","62","160494","38.63"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","73","2020","11","13520","81.36"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","73","","11","13520","81.36"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","73","2020","22","78722","27.95"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","73","","22","78722","27.95"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","74","2020","1151","889830","129.35"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","74","","1151","889830","129.35"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","74","2020","126","90160","139.75"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","74","","126","90160","139.75"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","74","2020","7","8928","78.41"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","74","","7","8928","78.41"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","74","2020","42","52696","79.7"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","74","","42","52696","79.7"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","74","2020","610","1027574","59.36"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","74","","610","1027574","59.36"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","74","2020","59","128290","45.99"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","74","","59","128290","45.99"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","74","2020","5","10540","47.44"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","74","","5","10540","47.44"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","74","2020","24","66394","36.15"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","74","","24","66394","36.15"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","75","2020","1146","864015","132.64"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","75","","1146","864015","132.64"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","75","2020","121","87093","138.93"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","75","","121","87093","138.93"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","75","2020","11","8421","130.63"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","75","","11","8421","130.63"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","75","2020","30","49929","60.09"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","75","","30","49929","60.09"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","75","2020","630","1010477","62.35"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","75","","630","1010477","62.35"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","75","2020","41","125851","32.58"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","75","","41","125851","32.58"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","75","2020","2","10120","19.76"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","75","","2","10120","19.76"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","75","2020","18","63659","28.28"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","75","","18","63659","28.28"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","76","2020","1233","828959","148.74"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","76","","1233","828959","148.74"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","76","2020","95","79112","120.08"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","76","","95","79112","120.08"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","76","2020","6","7686","78.06"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","76","","6","7686","78.06"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","76","2020","30","45772","65.54"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","76","","30","45772","65.54"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","76","2020","686","985709","69.59"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","76","","686","985709","69.59"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","76","2020","63","115930","54.34"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","76","","63","115930","54.34"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","76","2020","7","9381","74.62"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","76","","7","9381","74.62"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","76","2020","23","57878","39.74"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","76","","23","57878","39.74"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","77","2020","1287","839238","153.35"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","77","","1287","839238","153.35"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","77","2020","104","74581","139.45"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","77","","104","74581","139.45"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","77","2020","6","7123","84.23"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","77","","6","7123","84.23"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","77","2020","39","42213","92.39"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","77","","39","42213","92.39"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","77","2020","762","1009479","75.48"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","77","","762","1009479","75.48"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","77","2020","69","112928","61.1"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","77","","69","112928","61.1"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","77","2020","4","8850","45.2"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","77","","4","8850","45.2"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","77","2020","19","52685","36.06"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","77","","19","52685","36.06"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","78","2020","1174","706420","166.19"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","78","","1174","706420","166.19"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","78","2020","95","65041","146.06"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","78","","95","65041","146.06"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","78","2020","4","6270","63.8"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","78","","4","6270","63.8"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","78","2020","44","39045","112.69"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","78","","44","39045","112.69"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","78","2020","746","865344","86.21"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","78","","746","865344","86.21"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","78","2020","72","99458","72.39"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","78","","72","99458","72.39"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","78","2020","4","7745","51.65"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","78","","4","7745","51.65"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","78","2020","20","50505","39.6"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","78","","20","50505","39.6"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","79","2020","1218","623316","195.41"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","79","","1218","623316","195.41"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","79","2020","61","58096","105"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","79","","61","58096","105"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","79","2020","6","5620","106.76"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","79","","6","5620","106.76"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","79","2020","32","35734","89.55"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","79","","32","35734","89.55"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","79","2020","759","781515","97.12"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","79","","759","781515","97.12"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","79","2020","48","92588","51.84"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","79","","48","92588","51.84"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","79","2020","5","7071","70.71"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","79","","5","7071","70.71"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","79","2020","25","45976","54.38"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","79","","25","45976","54.38"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","80","2020","1175","569417","206.35"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","80","","1175","569417","206.35"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","80","2020","56","54325","103.08"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","80","","56","54325","103.08"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","80","2020","12","5222","229.8"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","80","","12","5222","229.8"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","80","2020","47","34292","137.06"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","80","","47","34292","137.06"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","80","2020","810","725614","111.63"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","80","","810","725614","111.63"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","80","2020","48","87643","54.77"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","80","","48","87643","54.77"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","80","2020","1","6630","15.08"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","80","","1","6630","15.08"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","80","2020","26","43814","59.34"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","80","","26","43814","59.34"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","81","2020","1257","522563","240.55"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","81","","1257","522563","240.55"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","81","2020","76","47584","159.72"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","81","","76","47584","159.72"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","81","2020","4","4372","91.49"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","81","","4","4372","91.49"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","81","2020","38","30422","124.91"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","81","","38","30422","124.91"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","81","2020","791","673579","117.43"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","81","","791","673579","117.43"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","81","2020","58","77249","75.08"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","81","","58","77249","75.08"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","81","2020","5","5854","85.41"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","81","","5","5854","85.41"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","81","2020","30","38769","77.38"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","81","","30","38769","77.38"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","82","2020","1190","479272","248.29"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","82","","1190","479272","248.29"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","82","2020","77","42888","179.54"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","82","","77","42888","179.54"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","82","2020","7","3998","175.09"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","82","","7","3998","175.09"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","82","2020","41","27876","147.08"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","82","","41","27876","147.08"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","82","2020","920","635060","144.87"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","82","","920","635060","144.87"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","82","2020","73","72882","100.16"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","82","","73","72882","100.16"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","82","2020","5","5504","90.84"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","82","","5","5504","90.84"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","82","2020","39","36329","107.35"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","82","","39","36329","107.35"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","83","2020","1202","420594","285.79"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","83","","1202","420594","285.79"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","83","2020","54","37875","142.57"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","83","","54","37875","142.57"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","83","2020","7","3454","202.66"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","83","","7","3454","202.66"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","83","2020","39","24844","156.98"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","83","","39","24844","156.98"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","83","2020","909","572642","158.74"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","83","","909","572642","158.74"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","83","2020","50","65897","75.88"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","83","","50","65897","75.88"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","83","2020","6","4773","125.71"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","83","","6","4773","125.71"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","83","2020","29","33170","87.43"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","83","","29","33170","87.43"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","84","2020","1184","380898","310.84"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","84","","1184","380898","310.84"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","84","2020","57","34464","165.39"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","84","","57","34464","165.39"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","84","2020","4","3070","130.29"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","84","","4","3070","130.29"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","84","2020","34","22161","153.42"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","84","","34","22161","153.42"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","84","2020","963","532705","180.78"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","84","","963","532705","180.78"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","84","2020","53","62146","85.28"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","84","","53","62146","85.28"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","84","2020","4","4431","90.27"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","84","","4","4431","90.27"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","84","2020","28","30432","92.01"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","84","","28","30432","92.01"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","85","2020","11329","2103561","538.56"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","85","","11329","2103561","538.56"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","85","2020","467","170544","273.83"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","85","","467","170544","273.83"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","85","2020","41","15830","259"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","85","","41","15830","259"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","85","2020","322","124758","258.1"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","85","","322","124758","258.1"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","85","2020","13942","3629529","384.13"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","85","","13942","3629529","384.13"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","85","2020","590","382582","154.22"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","85","","590","382582","154.22"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","85","2020","49","26537","184.65"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","85","","49","26537","184.65"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","85","2020","399","205079","194.56"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","85","","399","205079","194.56"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","199","2020","21",".","."
"Males","White","United States","Both","All Ages","2020","2020","All Injury","199","","21",".","."
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","199","2020","2",".","."
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","199","","2",".","."
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","199","2020","1",".","."
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","199","","1",".","."
"Females","White","United States","Both","All Ages","2020","2020","All Injury","199","2020","2",".","."
"Females","White","United States","Both","All Ages","2020","2020","All Injury","199","","2",".","."
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","199","2020","3",".","."
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","199","","3",".","."
"","","United States","Both","All Ages","2020","2020","All Injury",".","","278345","329484123","84.48"
